Název;E-mail;Telefon
"Zlatá Noha, s.r.o.";zlatanoha@zlatanoha.sk;"02 5477 4922 | 0903 427 138"
"Modlová Zuzana";penzionujakuba@gmail.com;"052 4526 315 | 0907 993 638"
"Tib-Bra, spol. s r. o.";sladky.sen@pobox.sk;"051 7719 881"
"Bača Juraj";litovel@litovel.sk;"0903 443 885"
"ALTANA Group, s.r.o.";altana@altana.sk;"0940 236 446 | 038 5319 219"
"IP-DESIGN - Imrich Panyik";toldi@restauraciatoldi.sk;"0918 402 242"
"Roval, s.r.o.";penzion@penzionproxima.com;"057 7720 098"
"Byron - Ing. Juraj Mikler";penzion@byron.sk;"037 6426 701 | 0903 755 191 | 0902 755 225 | 037 642 67 03"
"Slovakia Real - Tour s.r.o.";info@slamenydom.sk;"055 7297 996"
"MELIS - Ing. Miroslav Eliáš";penzionmelis@gmail.com;"0908 338 883"
"ABC Centrum, spol. s r.o.";penzion@hellene.sk;"033 7721 931 | 033 7722 542"
"Uhlisko, s.r.o.";pension@uhlisko.sk;"048 4115 505"
"Švec Mario";pension@tiberia.sk;"032 7441 584"
"GSK real s. r. o.";info@penzion-anita.sk;"0904 525 555"
"Luxor 3SP, s.r.o.";penzionluxor@rijak.sk;"033 3211 892 | 0903 379 369"
"Fast Money s.r.o.";recepcia@penziongremium.sk;"02 2071 3686 | 0911 118 123"
"Penzion Arcadia s.r.o.";penzionarcadia.nz@gmail.com;"0902 593 616"
"Kaltenbach Rudolf, Ing.";rezervacia@penzionskalica.sk;"0918 364 177"
"Fehérpataky Vladimír";vladimir.feherpataky@gmail.com;"0903 606 646"
"Squash Liptov s.r.o.";info@squash-liptov.sk;"044 5620 053"
"Reštaurácia Eden - Ján Lukáč";edenubytovanie@edenubytovanie.sk;"0905 252 766"
"Tiberia spol. s r.o.";penzionmarriot@gmail.com;"0903 840 750 | 0903 812 757"
"Ferdinand, s.r.o.";restaurant@ferdinand.sk;"055 4898 811 | 0917 695 416"
"Archia Slovakia, s.r.o.";archia@zmail.sk;"047 4334 043 | 0908 160 218"
"PREMONA, s.r.o.";premonanitra@gmail.com;"0905 606 033 | 0905 479 277 | 037 6533 185"
"STAVBET - OP, s.r.o.";stavbetinfo@gmail.com;"0908 988 752"
"Bučko Peter";info@cerveny-mak.sk;"052 7721 357 | 0903 675 459"
"Gurega Mary Ann";gurmen@gurmen.sk;"052 4281 811 | 052 4281 802"
"JOVO - Daniela Vorlová";info@penzionrajecketeplice.sk;"0905 273 398 | 041 5493 528"
"Ekoprim, s.r.o.";bellasicilia@ekoprim.sk;"051 7481 119 | 0917 988 908"
"Relish s.r.o.";relish@relish.sk;"0911 494 940"
"RETRIS, s.r.o.";penzionluna@penzionluna.sk;"0902 653 672 | 0903 408 249"
"BRUDER, s.r.o.";info@penzionbruder.sk;"0948 688 862 | 0948 171 183"
"BFH - spol. s r.o.";;"057 7321 855"
"GAPA Šahy, spol. s r.o.";gapamotel@gmail.com;"0903 427 771"
"Lopušný Pavol, Ing.";info@activitysport.sk;"0905 228 215"
"IMPA autoalarmy, s.r.o.";recepcia@banskydom.sk;"045 5382 725"
"Penzion Milka - Peter Krško";penzion@penzion-milka.sk;"0903 554 591"
"PENZIÓN Hradbová s. r. o.";recepcia@penzionhradbova.sk;"0918 698 502"
"TOSCANA NITRA s.r.o.";info@pizzeriatoscana.sk;"0902 065 265 | 0917 105 153"
"Dunčko Matúš";venusa@venusa.eu;"053 4423 957"
"Nagy Alexander";info@nevada-pub.sk;"0944 250 595"
"Škorpión I. - Jana Bittová";info@skorpion-senec.sk;"0907 969 999 | 0905 885 855"
"MTT 45 s.r.o.";penzion@lamexsro.sk;"0905 659 460"
"Príjemný oddych s. r. o.";penzion@prijemnyoddych.sk;"0915 511 258"
"Penzión Astra - Ing. Igor Kováč";info@penzionastra.sk;"033 7744 780"
"Q 10, s.r.o.";penzion@villaregia.sk;"055 6256 510"
"ATARI - Pavel Gerek";info@penzionholiday.sk;"0948 203 533"
"Penzión Duna s.r.o.";info@penzionduna.sk;"035 7732 273 | 0911 317 730"
"Novák - Penzion, s.r.o.";penzionuh@gmail.com;"0904 474 307 | 043 5865 632"
"ATUS, s.r.o.";info@penzionresa.sk;"0944 723 343"
"Košút Jozef";info@penzion-anka.sk;"045 5498 529"
"Penzión Diana, s.r.o.";info@diana.sk;"033 7744 200"
"Oáza Prievidza s.r.o.";prievidza@oazapenzion.sk;"0907 720 228"
"Hiprotec, spol. s r.o.";penzion@druzba.sk;"046 5402 113"
"Loar-Ve, a.s.";office@villarosa.sk;"031 5902 770"
"CO - ARCH, s.r.o.";info@penzionq.sk;"0914 222 022"
"Luki - Ľubica Kislíková";penzion.luki@szm.sk;"0908 323 869"
"Javistav, s.r.o.";;"0908 988 551"
"M.F.S., spol. s r.o., Kráľovský Chlmec";penzionitalia@gmail.com;"056 6284 981 | 0905 262 067 | 056 6284 980"
"STONE PARTNERS, s.r.o.";penzion@penzion-zuzana.sk;"032 6528 232 | 0940 739 373"
"Brahama, spol. s r.o.";penzion@brahama.sk;"0911 904 024 | 051 7496 982"
"Penzión Európa s.r.o.";info@penzioneuropa.sk;"031 7712 050 | 031 7712 051 | 0905 380 267 | 0905 164 196 | 031 771 2049"
"TOMKAT, s.r.o.";info@brahamamarket.sk;"051 7481 903 | 0911 904 024"
"ZV Consulting s.r.o.";info@usrncika.sk;"0902 182 430"
"Pantei, s.r.o.";info@penziontrattoria.sk;"051 7763 020 | 0908 971 401"
"Tatra vive, s.r.o.";zplechova@hotmail.com;"041 4332 402 | 041 4332 401"
"S. F. s.r.o.";roxypubholic@gmail.com;"0911 146 964"
"Hradná stráž s.r.o.";recepcia@hradnastraz.sk;"0915 222 864"
"Real - Bonita spol. s r.o.";epona@penzion-epona.sk;"0905 880 333"
"NOBA, s.r.o.";recepcia@101penzion.sk;"0911 636 101 | 051 7734 823"
"PENZION - Oľga Hajašová";o.hajasova@gmail.com;"0904 263 789"
"Intergal Slovakia, s.r.o.";jaroslav@petran.sk;"044 5522 792"
"Špecialka s.r.o.";pkonitra@pkonitra.sk;"037 7413 046"
"Leam s.r.o.";rolando@rolando.sk;"02 6428 2168 | 0264536278 fitness | 0264536278"
"Malá Terézia";info@mala.sk;"02 6286 0256"
"TrendySlovakia s.r.o.";info@penziontara.sk;"0905 808 524 | 0911 428 022"
"STAVO - Reall, s.r.o.";stavoreall@stavoreall.sk;"048 6113 713"
"Sklad obuvi Dunaj - Ladislav Mitták";info@europapenzion.sk;"0948 065 548"
"Matys František";fmatys@post.sk;"0903 807 298"
"TILIA - Zuzana Karlíková";recepciatilia@penziontilia.sk;"036 6312 965 | 036 6312 988"
"HK Trading, s.r.o.";penzion@greenhof.sk;"02 6428 2988 | 0903 209 995"
"PENZIÓN PRI KAŠTIELI - Annamária Ondíková";info@bratislavapenzion.sk;"02 6285 9112"
"DDS, s.r.o.";info@penzionmagura.sk;
"PENTRIR, s.r.o.";penzionmagnolia@gmail.com;"032 7443 889"
"Novota Anton";info@penzionzuzana.sk;"034 7726 788 | 0908 416 089"
"PENZIÓN ROYAL - Jaroslav Dzurec";royal@royalpenzion.sk;"0907 323 645"
"Murges, s.r.o.";mileniumcafe.penzion@gmail.com;"0905 504 684"
"Františkánky Marie Immaculaty";tode@frantiskankymi.cz;"420 604 | 366 585+420 | 731 118 628 | 366 585 | 420 731 | 118 628 | 00406171"
"B.aden, s.r.o.";info@baden.sk;"031 5551 155 | 0907 052 192 | 0907 523 858"
"Paulík Ľuboš";paulik@penzionualzbetky.sk;"0907 663 628 | 052 7769 542"
"Penzión Siesta - Andrea Mudráková";penzionsiesta@penzionsiesta.sk;"037 7832 106"
"Hotel, s. r. o.";kosice@penzionrozalia.sk;"055 6339 714"
"Penzión Grand BB s. r. o.";info@penziongrand.sk;"0911 114 599"
"Slobodová Ľubica Mgr.";info@penzion-plesnivec.sk;"0902 100 301 | 0911 110 410"
"J O B A, s.r.o.";panskydom@panskydom.sk;"044 4328 206"
"Mondo, s.r.o.";info@penzionroyal.sk;"032 6400 660"
"BALTIC, s.r.o.";info@stpetrusvini.sk;"0908 049 316 | 0949 152 811"
"PORY - Jozef Porochnavý";porystavsro@gmail.com;"0903 416 401 | 0910 906 425"
"Kráľov dom s.r.o.";kralovdom@gmail.com;"0911 962 770"
"CORVIN s.r.o.";info@corvinpenzion.sk;
"Spoločenský dom, s.r.o.";;"034 6212 105 | 0917549889"
"Korona D&V, s.r.o.";korona@koronadv.com;"0903 530 115"
"Cestoviny Santa Lucia - Giovanni Luigi Scodinu";info@penziondagiacomo.sk;"032 6583 226"
"Chateau Krakovany s.r.o.";recepcia@chateaukrakovany.sk;"033 7719 140"
"Madin s.r.o.";uveteranov@uveteranov.sk;"0905 728 584"
"Podoba Jozef";jozefpodoba@gmail.com;"038 7487 411 | 0908 705615"
"Termal Bojnice, s.r.o.";info@penziontermal.sk;"0949 112 675"
"2NH house, s.r.o.";info@penzionanesis.sk;"0905 973 614"
"Aston - Anna Volochová";reception@penzionaston.eu;"0907 580 081"
"Atlas, spol. s r.o.";recepcia@penzionkastiel.sk;"047 4831 167"
"Vot - Vladimír Ožvald";penzionhelios@radiolan.sk;"02 3300 4051"
"LUMIR - REAL, s.r.o.";penzion@penzionpriparku.sk;"0903 765 212"
"Penzión Central Park, s. r. o.";recepcia@central-park.sk;"041 5622 021"
"Pod pyramídou - Bc. Ján Dobrík";penzion@penzionpiramida.sk;"0911 116 647"
"HUBERT spol. s r.o.";recepcia@penzion-hoffer.sk;"037 6554 025 | 0914 324 141"
"Penzión Maják - Ján Babic";penzionmajak@penzionmajak.sk;"048 4231 456 | 048 41 429 90"
"Corso Servis s.r.o.";info@alcorso.sk;"048 381 1189"
"Penzión Meridiana s.r.o.";office@meridianabojnice.sk;"046 5423 399 | 0910 609 900"
"Pretzelmayer Group, s.r.o.";villamaura@villamaura.sk;"0948 161 819"
"Penzión u Sovy - MVDr. Čestmír Vrba";usovy@usovy.sk;"0908 239 155"
"ENEN s.r.o.";maria@mariapenzion.sk;"032 7433 058 | 0948 008 482"
"Bar.Bar, s.r.o.";info@penzionpatriot.sk;"0905 612 321 | 033 5512 511"
"SCARLET, s.r.o.";scarlet@slovanet.sk;"032 7432 840"
"Winkler & Weber s.r.o.";waw@nextra.sk;"033 6422 686 | 0908 797 868"
"MINCER, s. r. o.";;"041 5493 161 | 0903 974 004"
"PENZION 77 GARNI - Klaudia Javorková";rezervacie@penzion77.sk;"0905 516 583 | 033 6400 189"
"PENZIÓN SV. JURAJ, s.r.o.";info@svjuraj.sk;"052 7769 558 | 0907 516 226 | 052 7769 517"
"JULIANA - Miloš Sabol";lpotocka@post.sk;"0918 487 228 | 0903 608 515"
"Bernáthová Janette";bernathova.janette@gmail.com;"058 7882 002 | 0915 909 010"
"Šlapková Mária";ternopb@centrum.sk;"042 4262 015 | 0903 519 093 | 0911 784 266"
"DUBOVÁ Rajec, s.r.o.";info@penziondubova.sk;"041 5422 318"
"MartInn, s.r.o.";info@penzionmartinn.sk;"0917 941 500"
"Kocianová Ľubica";kocianovamlk@gmail.com;"0903 758 294"
"KRČMA U NÁMORNÍKA - Ing. Fatima Vovčková";info@unamornika.sk;"0903 650 651"
"Pro Populo PP a.s.";;
"Gardoš Milan";gardos@sinet.sk;"0904 547 667"
"Trebuľa Juraj";penzionnarozku@gmail.com;"0907 842 697"
"KARFER s.r.o.";info@penzionpodkastielom.sk;"0917 071 887"
"Penzión Jarka, s.r.o.";recepcia@penzionjarka.sk;"0911 128 800"
"Lux - BS, s.r.o.";kachelman@kachelman.sk;"045 6922 319"
"PENZIÓN CLUB - Stanislav Ivanko";info@penzionclub.sk;"045 5335 566"
"Formula 2P, a.s.";formula2p@slovanet.sk;"032 6520 253 | 032 6521 404 | 032 652 02 61"
"Penzión a Reštaurácia u Jeleňa - Pavel Jeleň";info@ujelena.sk;"052 4321 680"
"ASSO, s.r.o.";;"0915 884 697"
"Grosz Ist, s.r.o.";info@pensioneden.sk;"036 7710 300"
"DISTAHO s.r.o.";info@staryhostinec.sk;"0903 755 770"
"Antonio s.r.o.";info@antoniopension.sk;"0948 898 759"
"L.M.N INVESTMENT Banská Bystrica, s.r.o.";avio.angels@gmail.com;"045 6723 895"
"Lonik s.r.o.";furkotka@lonik.sk;"052 4492 167"
"San Martin, s.r.o.";;"043 4282 111"
"Dunafer, s.r.o.";info@olymppenzion.sk;"035 7720 145 | 0917 871 787"
"ALEX - Peter Donič";alexpenzion@gmail.com;"0907 931 555"
"Ama Centrum s.r.o";info@penzionladoven.sk;"0910 966 966"
"Penzión Grand s.r.o.";info@penziongrand.com;"031 7011 010 | 031 7011 008"
"Kotianová Eva";kaviaren@penzionsever.sk;"0903 693 416"
"Rybársky dvor, s.r.o.";info@rybarskydvor.sk;"033 7914 000"
