Název;E-mail;Telefon
"HI Kongres Hotel Trnava s.r.o.";info@holidayinn-trnava.sk;"033 3250 100"
"DOUBLE RED STORES s. r. o.";info@doubleredcars.eu;
"HOTEL Zvonárska s. r. o.";reception@chrysso.sk;"055 6998 237"
"Kaštieľ Gbeľany, s.r.o.";gastro@chateaugbelany.com;"0904 420 017 | 0911 420 051"
"Q - Pack, spol. s r.o.";hotelkorzo@gmail.com;"056 6783 979"
"LG TRADE, s.r.o.";info@svatojanskykastiel.sk;"044 5219 293"
"Dastan s.r.o.";recepcia@dastan.sk;"0902 895 401"
"JAKOMAT, spol. s r.o.";recepcia@hotelclavis.sk;"047 4303 838"
"ELLITE s.r.o.";recepcia@elitehotel.sk;"0911 327 649"
"SENETUS, s.r.o.";rec@hotelmarrols.sk;"02 5778 4600 | 02 5778 4601"
"Hotel Vrchovina, s.r.o.";;"052 4283 591"
"Victoria Group, s.r.o.";recepcia@hotelvictoria.sk;"043 4304 836 | 0911 406 407"
"Golden Eagle Levice a. s.";goldeneagle@goldeneagle.sk;"036 6304 340 | 036 6304 341"
"KRIVÁŇ - služby cestovného ruchu, s.r.o.";booking@hotel-krivan.com;"041 4215 385"
"ERB Hotel, s. r. o.";recepcia@hotelerb.sk;"045 6789 555"
"Meško Dezider";info@penzionkorytnacka.sk;"043 5522 901"
"Vin. Tech, s.r.o.";hotel@vinarskydom.sk;"033 6400 933 | 0903 476 013"
"Hotel Galanta, s.r.o.";hotelgalanta@hotelgalanta.sk;"0904 555 105"
"KASKADA Hotel and Catering - Ľubomír Pavlík";kaskadamatejovce@gmail.com;"052 4684 003 | 0907 832 643"
"Hotel Eden, spol. s r.o.";recepcia@hoteleden.sk;"0948 512 032"
"VLM Mihalik, s.r.o.";recepcia@hotelkastiel.com;"038 7629 000"
"HGM s.r.o.";grandmatej@grandmatej.sk;"045 6921 213 | 045/6921 294"
"Panoráma Šport Hotel, a.s.";info@holidayinn-zilina.sk;"041 5050 100"
"Hotel Gloria Palac, s.r.o.";hotel@gloriapalac.sk;"055 6257 327"
"EH Servis, s.r.o.";marketing@hotelnostalgia.sk;"02 4319 3064"
"A Premium Services, s.r.o.";hotel@hotel-premium.sk;"02 4949 1055"
"Golden Key Services, s.r.o.";recepcia@zlatyklucik.sk;"0905 621 445"
"Arkádia Slovakia, a.s.";recepcia@arkadia.sk;"038 7607 777 | 038 7607 780"
"COSMOS TRADING s.r.o.";reception@hotelpelikan.sk;
"Daira, s.r.o.";hoteldalia@hoteldalia.sk;"055 7994 321"
"Regent and Co., spol. s r.o.";recepcia@hoteldominika.sk;"0904 744 020"
"Renobyt, s.r.o.";reception@skaritz.com;"02 5920 9770 | 421 2 59 | 2 097 10"
"HOTEL VILIAM FRAŇO s.r.o.";info@hotelfrano.sk;"0905 438 438 | 037 2400 020"
"ARTIN, spol. s r.o.";hotelartin@hotelartin.sk;"054 4723 050 | 0905 618 118"
"MT Investment, spol. s r.o.";hotelesprit@hotelesprit.sk;"0902 500 300 | 02 6345 3217"
"Hotel Detva, s.r.o.";recepcia@hoteldetva.sk;"045 5456 480"
"Hotel sv. Michal, s.r.o.";info@hotelsvmichal.sk;"034 6960 111 | 034 6960 108"
"Pronut s. r. o.";recepcia@hoteltaxis.sk;"02 2079 3242"
"Hotel Most Slávy, s.r.o.";recepcia@hotelmostslavy.sk;"032 6513 611 | 032 6552 229"
"Samtreid, s.r.o.";samtreid@gmx.net;"057 4490 105 | 0903 564 930"
"Kanvod Sk, s.r.o.";recepcia@hotel-eminenet.sk;"02 6010 3410 | 0915 884 415"
"Aston Esquire, s.r.o.";hotelaston@hotelaston.sk;"02 5363 2038 | 0915 955 944"
"Németh Zuzana";zuzana.nemeth@centrum.sk;"0917 497 497"
"HOTEL ZOBOR s.r.o.";hotelzobor@hotelzobor.sk;"037 6525 381"
"HOTEL MAGURA, spol. s r.o.";hotelmagura@gmail.com;"046 5192 300 | 046 5192 301"
"ST.FLORIAN ŠTÚROVO, s.r.o.";recepcia@stflorian.sk;"0908 796 202"
"Hotel Jeleň Pezinok s.r.o.";hoteljelenpezinok@gmail.com;"0917 635 841 | 0908 491 537"
"EUROCOM & Co, s.r.o.";info@parkpalace.sk;"042 4459 600 | 0917 998 877"
"Besso - Jozef Borovič";atrium@hotelatrium.sk;"036 7512 507"
"Hotel Lipa Slovakia s.r.o.";info@hotellipa.eu;"032 7763 870 | 032 7763 060"
"Hotel Zelený dvor, s.r.o.";info@hotelzelenydvor.sk;"02 2020 1010 | 02 2020 1011"
"PHP Trade s.r.o.";recepcia@palacehotelpolom.sk;"041 5048 888"
"Športhotel Trnávka, spol. s r.o.";recepcia@hotel21trnavka.sk;"02 4825 2000 | 02 482 52 008"
"Ústav vzdelávania a služieb s.r.o.";;"02 5477 2123 | 02 5477 3971 | 02 5477 5212"
"RB - Roman Borovička";hotelhokejka@gmail.com;"046 5430 534"
"PREMIUM STAR s. r. o.";recepcia@hotelbranc.com;"0905 699 366"
"Interhouse Košice, a.s.";recepcia@hiltonkosice.sk;"055 3251 100"
"ALEXANDRA HOTEL, s. r. o.";recepcia@alexandrahotel.sk;"042 4666 000"
"VÍNO MATYŠÁK, s.r.o.";vinumgaleriabozen@vinomatysak.sk;"0907 701 070 | 02 206 34 055 | 0907 702 070"
"ELISIS s. r. o.";recepcia@hotelspark.sk;"034 7746 203"
"Arcade spol. s r.o.";hotel@arcade.sk;"0910 796 777 | 048 4302 111 | 048 4302 222"
"Carlton Property, s.r.o.";reservation.bratislava@radissonblu.com;"02 5939 0000"
"POD HRADOM, s. r. o.";recepcia@podhradie.com;"042 4340 781"
"Brixgreen, s.r.o.";hotelbrix@hotelbrix.sk;"02 5479 1979"
"VIALE, s.r.o.";recepcia@hotellev.sk;"036 3700 300"
"Ratkovič Radovan";stardustnz@zoznam.sk;"035 6403 085"
"Hotel Saffron s.r.o.";rezervacia@hotelsaffron.sk;"02 2129 9301"
"Metal control, s.r.o.";info@hotelmetal.sk;"042 4442 444 | 042 4442 017"
"Var Trading, s.r.o.";hotelsenica@hotelsenica.sk;"034 6517 236"
"GRAND, s.r.o.";recepcia@hotelgrand.sk;"041 5643 266"
"Chateau GRAND BARI s.r.o.";recepcia@grandbari.sk;"056 3337 955"
"Správa telovýchovných zariadení";stez@stez.sk;"053 4166 332"
"M3 group, s. r. o.";reception@hotelkalix.sk;"0917 876 460"
"Hotel Arcadia, s. r. o.";info@arcadia-hotel.sk;"02 5949 0500 | 02 5949 0555"
"SPEKTRUM - Vladimír Švejda";squashhotel@gmail.com;"0907 981 516"
"Doxx Restaurant, s. r. o.";hoteldubnaskala@doxx.sk;"041 5079 100"
"DIAMOND HOTELS SLOVAKIA, s.r.o.";info@cpbratislava.sk;"02 5934 8111 | 02 5934 8117"
"Hotel Thermal Varga s.r.o.";info@hotelthermal.sk;"031 5530 336 | 031 5530 337"
"Hotel Arcus, s.r.o.";bratislava@hotelarcus.sk;"02 5557 2522"
"Futúrum, spoločnosť s ručením obmedzeným Michalovce";hotel@jalta.sk;"056 6426 086"
"MALES, s.r.o.";recepcia@hotel-diana.sk;"032 7712 071 | 0944 736 001"
"Hotel Flóra, a.s.";recepcia@hotelflora.sk;"032 6554 555"
"Frick, s. r. o.";info@hotelrohac.sk;"043 5324 961 | 0905 615 697"
"FLAVIA ART, s. r. o.";servis@lpg-flavia.sk;"0915 336 420"
"STH - Stavohotely, a.s.";kopcianska@ubytovne.sk;"02 6382 6443"
"Hotel Turiec, a.s.";hotelturiec@hotelturiec.sk;"043 4012 077"
"HOTEL DEVÍN, a.s.";reservations@hoteldevin.sk;"02 5998 5856"
"B&S s.r.o.";info@hotelmladost.sk;"051 4892 990"
"Novitech Partner s.r.o.";recepcia@teledom.sk;"055 3274 401 | 055 3274 405"
"HI Kongres Hotel Žilina s.r.o.";info@holidayinn-zilina.sk;"041 5050 100"
"Hotel Nitra, s.r.o.";recepcia@hotelnitra.sk;"037 6316 954"
"Welcome, spol. s r.o.";recepcia@tatrahotel.com;
"NUS, s.r.o.";recepcia@hotelgrandnz.sk;"035 6404 424"
"ABC HOTEL s.r.o.";recepcia@abchotel.sk;"037 6580 658 | 0948 949 000"
"North Reality, s.r.o.";info@hotelarli.sk;"034 6511 351"
"Partners Slovakia s.r.o.";apartmentresidence@chello.sk;"02 5273 1206"
"Slovimex - Trading, s.r.o.";recepcia@hotelslovan-za.sk;"041 5620 134 | 0903 525 825 | 421 41 5 | 62 14 30"
"BUILDINGS CITY, s.r.o.";info@hotelrocakosice.sk;"0917 120 120 | 055 6854 127 | 055 6854 007"
"Villa Bianca - Jozef Šišila";villabianca@villabianca.sk;"0905 661 874"
"HOTEL REMY s.r.o.";info@remy.sk;"02 4445 5063"
"Hotel Centrál Zibak Company - Ing. Wail Zibak";rezervacia@hotelcentral.sk;"031 7704 401 | 0907 524 833"
"City-Arena Hotel a.s.";hotel@hotelarena.sk;"0905 383 398 | 033 5908 222"
"Refimo, s.r.o.";flora@besenovaflora.sk;"044 4303 134"
"Hotel Národný dom, s.r.o.";hotelnarodnydom@hotelnarodnydom.sk;"048 4123 737"
"T and B, s.r.o.";recepcia@hotelpatriot.sk;"057 4423 427"
"MARGIT, spol. s r.o.";recepcia@margit.sk;"032 6551 028"
"ALBRECHT, a.s.";info@hotelalbrecht.sk;"02 6720 0091"
"Eminent, spol. s r.o.";hotel@eminent.sk;"037 6403 150"
"Dream, spol. s r.o.";info@banderium.sk;"035 773 | 0 156+42 | 1 35 773 37 75 | 035 7730 156 | 421 35 7 | 73 37 75 | 7 33 776"
"Hotel Patrik, s.r.o.";hotelcomfort@hotelcomfort.sk;"037 6525 230"
"Amer, s.r.o.";info@slamenabuda.sk;"02 5920 2090 | 02 5477 1608"
"W Hotel, s.r.o.";recepcia@whotel.sk;"02 6476 1721"
"City Hotel Bratislava s.r.o.";hotelbratislava@hotelbratislava.sk;"02 2060 6100 | 02 2060 6120"
"HOTEL SET s.r.o.";recepcia@hotelset.sk;"02 4910 9600"
"Márton & Márton s.r.o.";office@hoteltevel.sk;"031 7732 300"
"Hotel San, družstvo";info@hotel-san.sk;"034 6683 387"
"Gurmen, s.r.o.";hotelfamilia@hotelfamilia.sk;"052 4180 511"
"EZEX s.r.o.";ambassador@ambassador.sk;"055 7203 720 | 055 7203 727"
"VYŠEHRAD s.r.o.";info@hotelvysehrad.sk;"0903 421 140"
"HIMEX PLUS s. r. o.";recepcia@hotelbaronka.sk;"0905 313 224 | 02 4488 2089"
"Dom techniky ZSVTS KE, s.r.o.";info@hotel-centrum.sk;"055 6220 350 | 055 6220 486"
"Turistika, s.r.o.";hotel@turist.sk;"02 5541 0508"
"HOTEL LIPA BOJNICE s.r.o.";recepcia@hotel-lipa-bojnice.sk;"046 5430 308"
"Star, spol. s r.o.";marketing@hotelstefanik.sk;"0918 878 878"
"ESPA LINE, spol. s r.o.";recepcia@hotelmaj.sk;"033 7741 202 | 033 774 22 33"
"MAXPLAZA s.r.o.";maxplaza@maxplaza.sk;"0948 709 710"
"Xfusion, s.r.o.";reception@bojvin.sk;"0918 466 332"
"Promenáda, a.s.";info@hotel-yasmin.sk;"055 7951 100 | 055 7951 222"
"Pam - Invest, a.s.";reception@hotelcolor.sk;"02 4910 1255 | 02 4910 1265"
"Relax Inn West, a.s.";hotel@relaxinn.sk;"0911 229 604"
"ProViva, s. r. o.";info@hotelgalileo.sk;"041 7001 014"
"Bowling club BNC";hotel@bnc-sk.sk;"02 4911 5111"
"LOKOMOTÍVA a.s. Košice";vladimir.hric@lokomotiva.sk;"055 6332 280"
"TUXXER s.r.o.";recepcia@cityhotelbb.sk;"0918 570 507"
"Mecom, spol. s r.o.";info@hotelbristol.sk;"055 7290 077"
"Hotel Dukla, a.s.";recepcia@hotelduklapresov.sk;"051 7722 741 | 0918 902 153 | 051 7732 134"
"GARNI HOTEL DOCK s. r. o.";recepcia@hoteldock.sk;"0910 501 003"
"Grand - Hotel Trenčín, s.r.o.";info@grand-hotel.sk;"032 7434 353"
"HOTEL SLOVAN SERVIS s.r.o.";recepcia@hotelslovanlc.sk;"047 4111 716"
"KRISER - Matej Valíček";hotel@hotelkriser.com;"033 6411 383"
"InterSporthotel, spol. s r.o.";recepcia@parkhotel.sk;"0908 759 511"
"Q100, s.r.o.";recepcia@impiq.sk;"033 5555 555"
"Valach - Franko, spol. s r.o.";recepcia@frankohotel.sk;"0908 801 880 | 421 45 5 | 242 916"
"Torysa Plus, s.r.o.";ht@hoteltorysa.com;"051 7566 111"
"Carpe diem, s.r.o.";recepcia@hotelcarpediem.sk;"051 7700 444"
"Hotel sv. Ludmila, a.s.";info@hotelsvataludmila.sk;"034 6977 777 | 0910 856 102"
"NH HOTEL GROUP, S.A.";nhgateone@nh-hotels.com;"02 3277 0110"
"KENNY, s.r.o.";laputikacafe@gmail.com;"0911 610 742 | 02 5443 0258"
"ProZeta s.r.o.";maranello@maranello-ristorante.sk;"02 4524 1006 | 0911 504 040"
"AZUL s.r.o.";recepcia@azul.sk;"038 7627 020"
"Kamila, a.s.";info@hotelagatka.sk;"02 4594 3611 | 02 4594 3631"
"Hotel P7, s.r.o.";p7@p7.sk;"047 4321 255"
"Harmónia, spol. s r.o.";hotelharmonia@zoznam.sk;"0911 187 870 | 00590142"
"Dunajská brána, s.r.o.";hotel@danubiagate.sk;"02 2066 5500"
"I V K s.r.o.";info@urpincity.sk;"048 4723 511 | 0915 968 936"
"EU Gastrocom s.r.o.";eugastrocom@zoznam.sk;"031 7805 456"
"MEDMAX s. r. o.";recepcia@hotelmagnus.sk;"032 7484 900"
"Zibak Company Ltd., s.r.o.";rezervacia@hotelcentral.sk;"031 7704 401 | 421 31 7 | 02 03 45"
"Hotel Kormorán Slovakia, s.r.o.";info@hotelkormoran.sk;"031 5909 100"
"Profit real Žilina, s.r.o.";recepcia@hotelborik.sk;"0911 21 | 4 417+421 | 41 723 52 28 | 0911 214 417 | 421 41 7 | 23 52 28 | 23 25 09"
"Commercial s.r.o.";hotel@hotelphoenix.sk;"033 5354 500 | 0917 888 903"
"Falkensteiner Hotel Bratislava, s.r.o.";reservations.bratislava@falkensteiner.com;"02 5923 6721"
"HOTEL BLUE s. r. o.";recepcia@hotelblue.sk;"02 4949 2222 | 0907 971 016 | 02 4949 2555"
"Poldrasco, s.r.o.";cityhotel@cityhotel.sk;"033 5511 220"
"Ferrorobot s.r.o.";hotel@ferum.sk;"055 6841 342"
"Albrecht Services, s.r.o.";info@hotelalbrecht.sk;"02 6720 0091"
"Sheyly's, s.r.o.";sheylys@sheylys.sk;"0905 360 036"
"VIKTOR s. r. o.";recepcia@hotelviktor.sk;"0905 777 888 | 02 6345 2084"
"Klar, s.r.o.";recepcia@klar.sk;"044 5522 911 | 1741/117"
"BOSS HOTEL, s.r.o.";info@hotel-boss.eu;"041 5000 915"
"Billová Jana";hotelcentrum@hotelcentrum.sk;"037 655 4397 | 037 6554 398"
"FSC, s.r.o.";recepcia@hotelluna.sk;"045 6734 470 | 0949 177 686"
"MARATÓN s.r.o.";recepcia@hotelmaraton.sk;"055 7204 141 | 0911 602 093"
"SYNOT GASTRO SLOVAKIA, s.r.o.";recepcia@hotelelizabeth.sk;"032 6506 111"
"Pyramída PP, s.r.o.";hotel@barbakan-trnava.sk;"033 5511 847"
"Janka a Juraj Gantner, spol. s r.o.";hotelclub@sinet.sk;"052 4524 051"
"Mofina spol. s r.o.";recepcia@hotelmajolika.sk;"033 6908 500"
"FORESPO PÁLENICA a. s.";recepcia@astrumlaus.sk;"036 3963 111 | 0917 623 840"
"Satel - Slovakia, s.r.o.";poprad@hotelsatel.com;"052 7721 121 | 0918 898 720"
"Anassa, s.r.o.";hotelavance@hotelavance.sk;"02 5920 8400 | 02 5920 8401 | 02 5920 8402 | 02 5920 8403"
"MAC - GASTRO spol. s r.o.";hotel@apollohotel.sk;"02 5596 8922 | 02 5596 8933"
"LAS PALMAS CATERING s.r.o.";laspalmas.restauracia@gmail.com;"0944 610 343 | 0907 723 339"
"G.L. Hotely, a.s.";polana@hotelpolana.sk;"045 5320 124"
"Tulip House, a.s.";reservations@rosethotel.sk;"02 3217 1819"
"Maxin, spol. s r.o.";recepcia@maxinn.sk;"02 5920 5920 | 0905 120 120 | 02 5920 5950"
"OKO Centrum, spol. s r.o.";info@oko-centrum.sk;"037 6510 363 | 0911 212 118"
"Košice Hotel, s.r.o.";rezervacie@kosicehotel.sk;"055 2810 281"
"RC Slovakia, s.r.o.";reception@arthotelwilliam.sk;"02 5988 9111 | 02 5988 9444"
