Název;E-mail;Telefon
"4L SERVIS s.r.o.";jurajlavicka@gmail.com;"0903 230 775"
"4mediX s.r.o.";boris.rusek@x-tron.sk;"0903 707 495"
"4people real plus s.r.o.";gabriela@4peoplereal.sk;"0903 418 572"
"4R Consulting s.r.o.";matus.rohal@gmail.com;"0908 877 773"
"4Real Invest s.r.o.";monika.dejova@enstragroup.eu;"0902 956 896"
"4real.sk s.r.o.";4real@4real.sk;"0908 777 477"
"4rent s.r.o.";info@4rent.sk;"0911 981 001"
"4SALE s. r. o.";info@4sale.sk;"0905 333 109"
4Value;reality@4value.sk;"0915 317 656"
4youreality;4youreality@gmail.com;"0948 971 834"
"4youReality s.r.o.,";info@4youreality.sk;"0918 034 090"
"5 Star Offices s.r.o.";k.kevicka@5star.sk;"0915 206 067"
"5 STARS Realitná agentúra s.r.o.";peter.vozar@5starsreality.sk;"0903 771 237"
"5ko Realitná Agentúra";5korealitnaagentura@gmail.com;"+421 905 215 998"
"5th ELEMENT s.r.o.";milan791@azet.sk;"0948 921 555"
"72 družstvo";ondrej.duriac@gmail.com;"0940 797 971"
"77.Správcovská spoločnosť s r. o.";adminis@77spravcovska.sk;"+421 944 591 438"
7GREALITY;otakar.horacek@7greality.sk;"0903 689 001"
"818 s. r. o.";barbora.kovacova@818.sk;"0948 818 818"
"8P Crown";jan.dudas1@gmail.com;"0948 229 605"
"99 Group, s.r.o.";99groupsro@gmail.com;"0915 738 593"
"A & M reality, s. r. o.";amreality@amreality.sk;"0911 790 650"
"A - Real Estate, s. r. o.";a.reality.estate@gmail.com;"0944 044 171"
"A B LUX, s.r.o.";otobrunegraf@gmail.com;"0904 166 583"
"A bývam spol. s r.o.";augustinova@abyvam.sk;"0907 451 318"
"A Bývanie, s. r. o.";info@abyvanie.sk;"+421 905 645 815"
"A coro";mesarc@acoro.sk;"421 902 974 211"
"A LINK reality s.r.o.";info@alinkreality.sk;"0948 124 404"
"A plus A Reality, s.r.o.";aplusareality@gmail.com;"0911 517 028"
"A STEEL s.r.o.";uctovnictvo@asteel.sk;"0917 222 918"
"A Trade Reality, spol. s.r.o.";marek.novak@atradereality.sk;"0905 465 160"
"A V I D O L";avidol@avidol.sk;"0911 339 250"
"A&A agentúra";holomani@aaagentura.sk;"0905 595 805"
"A&P COMPANY REAL ESTATE - FINANCE, s.r.o.";obertova@apcompany.sk;"+421 915 762 367"
"A&P real estate";koprla@zoznam.sk;"+421 917 330 172"
"A-CITY REAL ESTATE s.r.o.";a-city@a-city.sk;"0918 181 853"
A-CORRECT;eva.uhricova@gmail.com;"0903 288 266"
"A-Dent Real ,s.r.o";alexandra.ruckayova@adentreal.sk;"0907 294 420"
"a-develop, s.r.o.";losonska@adevelop.sk;"0911 339 250"
"A-J REAL";ajstavbau@gmail.com;"0944 219 666"
"A-MONT DOMY s.r.o.";pidik@a-mont.sk;"0850 111 900"
"A-MONT REALITY";kvetka.pidikova@a-montreality.sk;"0911 128 853"
"A-Nehnuteľnosti Realitná Kancelária";info@a-nehnutelnosti.sk;"0918 897 609"
A-REAL;i.aksamitova@gmail.com;"0905 623 070"
"A-Reality service, s.r.o.";rusovskytomas@gmail.com;"0949 251 688"
"A-Reality, s.r.o.";info@arealitysro.sk;"0949 251 688"
"A-W REAL";mazacs.adam@awreal.sk;"0905 409 669"
"A-Z  REAL spol. s r.o.";azreal@azreal.sk;"0905 700 989"
"A-Z Reality, s.r.o.";kancelaria@a-zreality.sk;"0905 753 455"
"A-Zet Real";eva29@atlas.sk;"+421 919 276 906"
"A. Rákóczi s.r.o.";reality.ar3@gmail.com;"0905 605 023"
"A. Tora s. r. o.";a.torasro@gmail.com;"0944 089 816"
"A.A.Service, spol. s r.o.";karel.cuka@toyotaprievidza.sk;"0905 544 172"
A.BÝVAJ;a.byvaj@centrum.sk;"0904 974 437"
"A.F.G. real estate, s.r.o.";afg@afgreality.sk;"0905 758 538"
A.G.J.s.r.o.;julka.agj@gmail.com;"0902 450 577"
"A.J.K. Reality spol. s r.o.";ajkreality@ajkreality.sk;"+421 905 521 019"
"A.J.P. Petrus, s r.o.";ajppetrus@ajppetrus.sk;"55 565 460"
"A.L. & Z.L, s.r.o.";reality@al-zl.sk;"0907 747 817"
A.M.Reality;amreality@centrum.sk;"0905 296 353"
"A.S.B. real & HUDYS";asbreality@gmail.com;"0903 405 110"
"A.T.R.I.U.M s. r. o.";info@atrium.sk;"0908 961 025"
A.V.reality;a.v.reality@gmail.com;"0904 910 179"
"A1 real";skladana@a1real.sk;"0903 536 394"
"A3 REAL INVEST CONSULTING, s.r.o.";jelasicova@a3real.sk;"0903 215 565"
"A=A solutions, s.r.o.";peter@karbonik.org;"0915 075 666"
"AA REALITY Košice s.r.o.";info@aarealitykosice.sk;"0918 185 518"
"AA Reality, s.r.o.";aareality@aareality.sk;"0903 407 396"
AAA;tretorn@tretorn.sk;"0911 759 990"
"AAA International Focus s.r.o.";office@aaainfo.sk;"0907 743 685"
"AAA Nehnuteľnosti s.r.o.";info@aaanehnutelnosti.sk;"0948 399 999"
"AAA, s.r.o.";aaainfo@aaainfo.sk;"+421 907 743 685"
"aaa-reality.sk, spol s r.o.";info@aaa-reality.sk;"0910 963 130"
aaaaaaaaaaaaaa;arabela@gmail.com;"0909 090 090"
"AAAinvest s.r.o.";mariaturanska@gmail.com;"0944 373 344"
"AAARKO reality, s. r. o.";aaarko.reality@gmail.com;"0948 872 615"
"AAC Develop, s.r.o.";info@aacdevelop.sk;"0911 222 910"
"AAR -  Agentúra ktuálnych Realít s.r.o.";danka79@zmail.sk;"0918 661 946"
Aarewaa;argfr@post.sk;"0918 542 311"
"AARK realitná kancelária s.r.o.";artimovicova@aark.sk;"0910 251 135"
"AB About Real Estate";andrea.brtkova@about-realestate.sk;"0918 040 650"
"AB Contact, s.r.o.";info@abcontact.sk;"0905 645 074"
"AB Partners spol. s r.o.";navojova@ab-partners.sk;"0915 840 113"
"AB pivovar a.s.";abpivovar@abpivovar.sk;"0940 456 456"
"AB PLUS s. r. o.";grussmann.marek@gmail.com;"0903 500 401"
"AB REAL TRNAVA s. r. o.";blazekova.abrealtrnava@gmail.com;"09 058 444 998"
"AB REAL, s.r.o., Košice";petertalan@yahoo.com;"0948 719 849"
"AB Rybničná s. r. o.";rybnicna@rybnicna.sk;"0905 344 786"
"AB Solid s.r.o.";absolid@azet.sk;"0903 715 057"
"ABA reality s.r.o.";hubert.rabenseifer@abareality.sk;"0948 178 355"
"ABA REALITY Sk s.r.o.";rabenseifer@yahoo.sk;"0918 866 633"
"ABAR, spol. s r.o.";mariamerry@centrum.sk;"0902 354 769"
"Abbey reality, s.r.o.";info@abbeyreality.sk;"0905 105 019"
"ABBEY s.r.o.";info@abbeyreality.sk;"0905 105 019"
"ABBY REALITY s.r.o.";info@abby.sk;"421 904 885 161"
"ABC REAL";abcreal.sk@gmail.com;"+421 919 180 504"
"ABC real estate s.r.o.";abcreal.sk@gmail.com;"+421 919 180 504"
"ABC REAL, s.r.o.";znasik@easytravelonline.sk;"0915 203 425"
"ABC Realitná s.r.o.";abc@abcrealitna.sk;"0905 838 470"
"ABELA s.r.o.";abela@abela.sk;"0944 060 395"
"Abelovský & Co., s. r. o.";info@martinabelovsky.sk;"0902 684 554"
"ABERTAL REALITY s. r. o.";info@abertal.sk;"0904 403 222"
"ABESERVIS s.r.o.";abereality@abereality.sk;"0903 866 040"
"ABEVREAL s. r. o.";abevreal@gmail.com;"0903 919 656"
"ABH IMMO";boris.haviar@gmail.com;"0903 803 677"
Abien;abien@abien.sk;"0917 449 927"
"Abiva, s.r.o.";abiva@abiva.sk;"0911 350 360"
"ABM Office s.r.o.";abm.abm111@gmail.com;"0903 785 721"
"ABO fin&real";abofinreal@gmail.com;"0918 726 913"
"Abodes Design s.r.o.";aaa@abodesreality.sk;"0948 900 000"
"Abramo reality interiéry";abramo@abramo.sk;"0905 351 886"
"abreality, STONES GROUP s.r.o.";abreality@zoznam.sk;"0944 001 348"
"Absolute Real, spol. s r. o.";michalik@absolutereal.sk;"0948 046 680"
"Absorb s.r.o.";vanc@absorbproperty.com;"0902 162 365"
"Absorb, s.r.o.";vitajtedoma@vitajtedoma.sk;"0911 773 733"
"abývame s.r.o.";info@abyvame.sk;"0948 857 794"
"AC Company, s.r.o";frano@jef.sk;"0904 898 760"
"AC reality s. r. o.";carsky.ladislav@acreality.sk;"0907 639 316"
"ACADEMIA s.r.o.";info@academiasro.sk;"0253 412 558"
"ACANT reality";reality@acant.sk;"0907 934 333"
"ACCENT REAL";kratka@accentreal.sk;"0902 222 212"
"ACCEPT, s.r.o.";accept@accept.sk;"0918 801 112"
ACCEPT,s.r.o.;dusan.goban@accept.sk;"0918 801 112"
"Accommodo s.r.o.";accommodoproperty@gmail.com;"0948 647 603"
"ACCOUNT CONSULT, spol. s r.o.";peter.pangrac@accountconsult.sk;"0911 011 199"
"Ace Home, s.r.o.";info@acehome.sk;"0903 046 496"
"Ace Real s. r. o.";acereal@acereal.sk;"0919 022 466"
Acenter,s.r.o.;dominika.jendrusova@acenter.sk;"0903 795 943"
"ACJ, s.r.o.";t.hideghety@acj.sk;"+421 905 617 374"
"Ackerman & Wolff s.r.o.";info@ackermanwolff.sk;"+421 944 360 019"
Ackerman&Ackerman;cernek@wlb.sk;"0905 728 083"
"ACKremnicka s.r.o.";riaditel@hotelviktor.sk;"0905 777 888"
"ACQUIRO, s.r.o.";office@acquiro.eu;"0948 066 161"
"ACSS, spol. s r.o.";acss@acss.sk;"0259 324 320"
"ACT Reality";ivetakrebesova@actreality.sk;"0918 997 223"
"ACTION LAND, s.r.o.";info@actionland.sk;"0262 528 077"
"ACTION LAND, s.r.o.";andrej@smartliv.sk;"0903 237 607"
"ACTIVE - Reality, s. r. o.";kontakt@activereality.sk;"0911 911 488"
"ACTIVE FINANCE a.s.";active.finance@slovanet.sk;"0556 431 660"
"Active Real";gazurova@activereal.sk;"421 911 713 191"
Activity2007,spol.s.r.o.;activity2007@zmail.sk;"0474 512 987"
"Actoris System";vlado@kokot.sk;"0905 429 009"
"Actoris System";majdekova6@gmail.com;"0905 429 009"
"ACX Realfin, s.r.o.";acxrealfin@gmail.com;"0907 888 881"
"AD ASTRA SLOVAKIA s. r. o.";office@snip.sk;"0911 911 039"
"AD REAL";marek.petran@adreal.sk;"0907 658 284"
"AD REALITY s.r.o.";adreality@adreality.sk;"0915 900 989"
"AD-Projection, s.r.o.";joreal@centrum.sk;"0905 844 054"
"AD-REALITY s.r.o.";info@ad-reality.sk;"0905 844 054"
"ada trade";Zsuzsu1@szm.sk;"0948 000 738"
"Adamas 88,s.r.o.";pavel@adamas88.sk;"0918 285 888"
ADAMREALITY;adam@adamreality.sk;"0903 394 257"
"AdamReality, s. r. o.";adam@adamreality.sk;"+421 911 110 036"
"ADAMS REALITY";info@adamsreality.sk;"0915 340 692"
"Adap Trnava, s.r.o.";info@adap.sk;"0918 424 494"
"Adas - reality s.r.o.";andrea.subova@adas.sk;"0917 757 338"
"ADAS REAL";adasreal1@gmail.com;"0907 712 055"
"ADATEX, s.r.o";info@go3d.sk;"0903 236 064"
"Adba Real, s.r.o.";adamkubica@adbareal.com;"+421 911 703 592"
"Addon Reality, s. r. o.";info@addonreality.sk;"0918 777 774"
Adenar;byala12@gmail.com;"0908 400 690"
"ADENAR - Reality";alaragroup@gmail.com;"0908 400 690"
"Adenar - Šurany";adenar.surany@gmail.com;"0918 152 408"
"ADH-REAL s.r.o. Hirjaková Adriana";adhreal@adhreal.sk;"0908 319 499"
"Adicon, s.r.o.";adiconsro@gmail.com;"0908 069 690"
"ADIR výpočtová technika s.r.o.";adir@adir.sk;"0905 652 644"
"Adisol s.r.o.";marek.jurstik@gmail.com;"0949 555 522"
"ADM real s.r.o.";budzak@admreal.sk;"0914 158 889"
"ADMA GROUP, s.r.o.";info@rezidenciakolecko.sk;"0904 663 311"
"ADMS, s. r. o.";adms@adms.sk;"+421 903 711 394"
"ADOLIA a.s.";info@adolia.eu;"+421 905 448 552"
"ADOLIA, a.s.";info@adolia.eu;"0905 448 552"
"ADOM Real s.r.o.";adomreal1@gmail.com;"421 907 954 919"
"ADOM, s.r.o.";privrel@adomreal.sk;"0905 409 544"
"ADOMIS, realitná spoločnosť";kosice@adomis.sk;"0905 910 744"
"ADOMOS REAL s.r.o.";info@adomosreal.sk;"0950 783 024"
Adomy.sk;info@adomy.sk;"0948 975 542"
"ADONA DEVELOP INVENST";adona@centrum.sk;"0905 850 264"
"ADONA DEVELOP INVEST";martina.pozgayova@centrum.sk;"0905 850 264"
"ADRA RK plus, s.r.o.";vartiakova@adrark.eu;"0918 686 034"
"ADRA RK s.r.o.";vartiak@adrark.eu;"0917 475 717"
"ADRIA-DP s.r.o.";mbaposta@psg.sk;"+421 424 475 245"
"ADRIAN   SOKOL";info@eurocasa.sk;"0911 233 492"
Adriana;ada.jurkas@zoznam.sk;"0905 410 614"
"Adriana Danailova-IRE Consult";adriana.danailova@gmail.com;"0911 767 780"
"ADRID REAL s.r.o.";adridreal@adridreal.sk;"421 948 805 905"
ADRIREAL;info@adrireal.sk;"0917 814 648"
"Adriána Sítková";info@omstav.sk;"0948 405 556"
"ADS Invest, s.r.o.";savel@adsinvest.sk;"0918 734 132"
"Adulapis, s. r. o.";jakissova@gmail.com;"0914 770 100"
"ADV reality";info@advreality.sk;"0911 333 964"
"ADV REALITY, s.r.o.";info@advreality.sk;"0911 320 350"
"ADV REALITY, s.r.o.";advreality@gmail.com;"0911 015 101"
"ADVANCE REAL SK s.r.o.";info@advancereal.sk;"0919 988 777"
"Advancereal s.r.o.";advancereal@advancereal.sk;"0905 320 714"
"ADVICE REALITY";mmakmz@azet.sk;"0905 697 573"
"ADVICE REALITY";s.lieskovsky@gmail.com;"0948 101 024"
"ADVICE REALITY s.r.o.";s.lieskovsky@rocketmail.com;"421 948 101 024"
"Advisors k.s.";office@advisorsks.sk;"0910 960 479"
"ADVOCAT REAL, s.r.o.";marekkmr@gmail.com;"0905 408 305"
"AdvokAdvokátska kancelária ECKER - KÁN & PARTNERS, s.r.o.";m.fila@ecker-kan.sk;"0908 656 455"
"Advokátska a realitná kancelária";judr.chovancova@pronto.sk;"0903 464 044"
"Advokátska kancelária SLAMKA & Partners s.r.o.";info@judrslamka.sk;"0903 502 520"
AEMreality,s.r.o.;kosice@aemreality.sk;"0911 217 780"
"AES GROUP s.r.o.";info@aesgroup.sk;"0948 484 235"
"AESTA s.r.o.";vp@post.sk;"0948 313 016"
"AF REALITY II";erdziak@afreality.sk;"0908 717 909"
"Affes, a.s.";affes@affes.sk;"0556 451 111"
"AFFIN REAL, s.r.o.";backoffice@mojecentrumbyvania.sk;"0911 831 851"
"AFG, s.r.o.";afg.gabas@gmail.com;"0902 880 812"
"AFI-Real s.r.o.";afi-real@hotmail.com;"0903 737 206"
"AFYRent s.r.o.";afyrent@gmail.com;"+421 918 792 078"
"AG-COM s.r.o.";agcom@agnerpartners.sk;"421 910 920 950"
Agard;info@agard.sk;"421 911 451 555"
"AGB Real. s.r.o.";gutanova.alena@gmail.com;"0918 907 984"
"Agema s.r.o.";adrian@agema.sk;"0903 777 236"
"AGENT.SK, s. r. o.";info@agent.sk;"+421 244 441 111"
"Agentreal s.r.o.";agentreal@agentreal.sk;"0903 654 606"
"Agentúra AHA";roboaha@gmail.com;"0456 725 041"
"Agentúra ASCO, s.r.o.";radomir.sevecek@karnapa.sk;"0904 850 305"
"Agentúra Avion s.r.o.";agavion@agavion.sk;"0905 269 387"
"Agentúra Barbakan Reality";peter.zalesak@barbakanreality.sk;"0915 740 133"
"Agentúra DADA-Ing.Drahomíra Fabianová";agenturadada@gmail.com;"0905 257 697"
"Agentúra EUROREAL Plus s.r.o.";agentura@eurorealpluspo.sk;"0905 937 495"
"agentúra rozvoja podnikania a realít";podnikajtesnami@gmail.com;"0908 046 671"
"agentúra suzanne,spol. s r.o.";info@suzanne.sk;"0904 691 517"
"Agetnúra rozvoja podnikania a realít s.r.o.";reality.podnikajtesnami@gmail.com;"0948 066 396"
"AGHT s.r.o.";lucia.leflerova@gmail.com;"0910 999 000"
"AGM REALITY";info@agmreality.sk;"0326 580 483"
"AGN REAL ESTATE s.r.o.";nevlazlagabriel@gmail.com;"0944 258 440"
"Agnesa Benasová Ing.";klatov@centrum.sk;"0905 333 044"
"AGNOS s.r.o.";eva.nadvornikova@agnos.sk;"0918 900 532"
"agreal.sk, spol. s r.o.";agreal@agreal.sk;"+421 907 201 692"
"AGreality & finance , s.r.o";agrealityafinancie@gmail.com;"0903 772 763"
"Agro SK";dopyt.agrosk@gmail.com;"+421 949 608 614"
"AGRO SLOVAKIA s.r.o.";k.konzalova@agroslovakia.sk;"0911 779 924"
"AGROP PLUS, s. r. o.";vanek@agropplus.sk;"421 903 445 716"
AGROPARTNER;dulanska@agropartner.sk;"0907 153 597"
"Agropodnik a.s.";stefan.andrasik@agptt.sk;"0917 760 338"
"AHA REAL, s.r.o.";ahareal@ahareal.com;"0948 316 613"
"Ahoj Briežky";info@centrum-realit.sk;"0905 361 061"
"AHOJ DEVELOPMENT s. r. o.";predaj@ahojpark.sk;"0948 454 545"
"AI REAL s. r. o.";reality@airealsro.sk;"0907 582 865"
"Air live s.r.o.";kunovsky@centrum.cz;"0944 381 445"
"AIRNET s.r.o.";najom@airnet.sk;"0905 354 358"
"AJ reality, spol. s r.o.";ajreality@ajreality.sk;"0903 229 876"
Ajkareal;tibortoth.ajkareal@gmail.com;"0949 889 354"
"AK reality s.r.o. / najpríťažlivejšie reality v BA a okolí";akreality@akreality.sk;"0919 988 777"
"AK X Global, s.r.o.";office@akx.sk;"0907 795 074"
"Akcent real s.r.o.";akcentreal@akcentreal.sk;"0910 920 699"
"AKE s.r.o.";andrea.klimko@gmail.com;"0908 577 644"
"AKER SLOVENSKO, s.r.o.";bratislava@aker.sk;"0220 648 110"
"AKH Real";judr.hacikova@gmail.com;"0944 604 601"
"AKLV s.r.o.";94110t@gmail.com;"0905 552 728"
"AKM Kapital, s.r.o.";info@akmkapital.sk;"0905 285 610"
"AKMK, s.r.o.";officenr@akmk.sk;"0377 722 511"
"AKORD distribučná s.r.o.";milos.klacko@harmoniachuti.sk;"095 217 602"
"AKROPOLIS RealFin, s.r.o.";andrejmartinec@gmail.com;"0907 721 381"
"AKS Consulting s.r.o.";janeckova@aks.sk;"0903 744 741"
"AKS Consulting s.r.o.";javorova@aks.sk;"0249 104 011"
"AKSAL reality s. r. o.";aksal@aksalcrown.com;"0902 256 848"
"Aktiv Real";juditpocs@gmail.com;"0948 505 915"
"Aktiv Reality Plus s.r.o.";office@aktivrealds.sk;"0948 505 915"
"Aktual Reality";info@aktualreality.sk;"0905 267 426"
"Akvaria My Expert spol. s r.o.";akvashop@gmail.com;"0915 272 027"
"AL REAL s.r.o.";info@alreal.sk;"0905 100 099"
AL,s.r.o.;laurencik@auto123.sk;"0911 589 238"
"ALACRES s.r.o.";juraj.bliska@alacres.sk;"0915 515 116"
"ALADAR s.r.o.";jpzsro@gmail.com;"0905 391 440"
"ALAND GROUP a.s.";alandgroup@alandgroup.eu;"0911 988 888"
"ALANSI COMPANY, s.r.o.";noviny@azreality.sk;"+421 903 488 778"
"ALARA - Realitná Kancelária";alaragroup@gmail.com;"0910 440 200"
"ALARA - Realitná kancelária";alaragroup@gmail.com;"0911 440 900"
"ALBA SPAN s.r.o.";juraj.fabry@saleshouse.eu;"0903 246 728"
"Albatros Logistics, s.r.o.";anna.pavelkova@albatros-logistics.net;"+43 6 763 366 624"
"Albeva s.r.o.";luciapeskova@vasamaklerka.sk;"0905 775 080"
"ALCAST, a.s.";riaditel@alcast.sk;"0905 283 639"
"ALDA a.s.";gocnikmatej@gmail.com;"0915 888 706"
"ALEA INVEST, s.r.o.";aktualizujte.si.prosim@email.sk;"0918 461 932"
"ALEGO s. r. o.";volek@alegobuilding.sk;"421 940 426 160"
"ALEGRIO s.r.o.";pollakviliam@alegrio.sk;"+421 948 885 858"
"Alena Lukošíková";lukosikova@realplus.sk;"0907 944 488"
"Alena Nahálková";nahalkovaa@gmail.com;"0903 523 765"
"Alena Strelcová Kuricová reality jas";astrelcova@gmail.com;"0905 339 271"
"ALES a.s.";chudada.m@ales.sk;"+421 326 582 580"
"ALEX Brezno, s.r.o.";marko.martin7@gmail.com;"0905 604 540"
"Alex Grand s. r. o.";stelarova@alexgrand.sk;"0915 755 481"
"ALEX REAL";alex@alexreal.sk;"0915 765 240"
"ALEX REAL s.r.o.";bajcev@alexreal.sk;"0903 985 666"
"ALEX REALITY, s.r.o";holickova@alexreality.sk;"0907 579 512"
"ALEX-Realitná kancelária";rkalex@centrum.sk;"0905 652 188"
"Alexander Gabzdil - DANAAL, RK";alexander.gabzdil@centrum.sk;"0905 924 658"
"Alexander Jesko";ucsul@azet.sk;"0907 322 232"
"Alexander Vereš";chillix@chillix.sk;"0905 188 920"
"Alexandra Kolevová";kolevova@gmail.com;"0905 814 463"
"Alexandra Sivaková";sivakova@royalreality.sk;"905 848 283"
"Alexius s.r.o.";contactalexius@centrum.sk;"0911 929 524"
"ALEXUS realitná kancelária, s. r. o.";fotta.alexander@gmail.com;"+421 905 510 346"
"ALFA FACILITY MANAGEMENT s.r.o.";m.urbanova@alfagroup-international.com;"0911 656 000"
"Alfa Financie";peterskocej@gmail.com;"+421 944 429 706"
"ALFA Kosice s.r.o.";tomasmacinga@post.sk;"0905 459 674"
"ALFA Košice spol. s r.o.";macinga.t@gmail.com;"0948 563 002"
"ALFA REAL, realitná agentúra s.r.o.";alfareal@alfareal.sk;"0911 532 122"
"ALFA Reality Group, s. r. o.";info@alfareality.sk;"0948 969 676"
"ALFA SALUTO REAL s.r.o";alfa.saluto@gmail.com;"0911 546 829"
"AlfaPro spol. s r.o.";cerny@alfapro.sk;"0903 398 257"
"ALG Plus, s.r.o.";info@nehnutelnostipoprad.sk;"0903 606 353"
"ALGA s. r. o.";zubek.tom1@gmail.com;"0904 385 838"
"ALHANA, s.r.o.";polakova.anna1@gmail.com;"421 905 469 425"
"ALI TECH s.r.o.";alitech@azet.sk;"0903 477 377"
"ALICON s.r.o.";aliconreal@gmail.com;"0907 944 488"
"ALISON Property";jozef.klepac@alisonproperty.sk;"0905 327 016"
"ALITER group";jhudecova@alitergroup.sk;"0903 450 938"
"All 4 Life, s.r.o.";info@allforlife.sk;"+421 903 476 290"
"ALL 4 RENT s.r.o";merlinlogistics@yahoo.de;"0915 824 888"
"ALL FOR YOU - reality s.r.o";lenka.strebova@gmail.com;"+421 905 493 615"
"All for you real 2, s.r.o.";lukacova@afyreal.sk;"0903 214 444"
"All in 1 s.r.o.";tomas.stoman@allin-1.sk;"0905 150 865"
"All in real";adamatka2233@gmail.com;"0915 126 803"
"ALL IN REAL s.r.o";lkg@lkg.sk;"0903 828 888"
"ALL INCLUSIVE REAL";hodosi@allinclusivereal.sk;"+421 907 247 323"
"ALL INCLUSIVE REAL s.r.o.";info@allinclusivereal.sk;"+421 951 780 731"
"All Inclusive Reality&Finance s.r.o.";polakjozef.111@gmail.com;"0910 335 999"
"ALL INS SLOVENSKO - AIS, s.r.o.";antalek@allins.sk;"0951 297 477"
"All Perfect Reality s. r. o.";tomas@allperfect.sk;"0907 416 152"
"All Properties s.r.o.";zuzana.antusova@gmail.com;"0908 697 474"
