Name;Phone;Email
Tiny mezi Smrky (19370);605105337;
Wellness - treehouse a srub na vodě (1326);724031939 | 608976555;
Císařský medový glamping (18421);777005071;
Wellness house Ladova street (10658);736744447;
Tinyhouse Cecilka (17203);728596339;
Ubytko ráj pod kaštanem (18486);725255403;
Maringotka U ARTURA (15139);604797045 | 723022690;
Tiny House 65 (18861);601577450 | 602493488;
TinyHouse Česílko (4022);606600231;
Maringotka u rybníka (12002);775697457;
Tiny house s wellness (9913);602864633;
Glamping Na Malém Háji (19820);+420775683338;
Sunrise Tiny House (18487);+420607008569;
Mobilheim Vyhlídka (5673);774317574;
Maringotka na kraji rybníka (18427);732917369;
Tiny House (18412);777565262;
Glamping Lednice Tiny House (21160);+420723301902 | +420606676496;
Mobilheim Viktorie (3061);777590015;
Mobilní dům Marbella kemp Výr (3480);728362156;
Traperský srub v lese (18150);730967438;
Maringotka u Jizery (19389);602148888;
Casita Colombia - Glamping Brdy (11684);705958942;
Letní mobilní dům (8211);605306794;
Glampidol (5238);+420736246038 | +420603172536;
Maringotka Máňa (21478);605269255;
Maringotka Podnebesí (18568);+420792642998;
Tiny House Laura (10218);606600231;
Mobilní dům Vyhlídka (1522);777048582;
Hausbot Slapy (12846);731345600;
Challet 94 (5671);605285561;
Maringotka v Rychlebských horách (7725);774819503;
Mobilheim Natálka (5715);776494760;
Chata Pohoda u Davida (19237);+420604338420;
Posed GlamBee (21448);727979903 | 737365360;
Maringotka v Kokořínské přírodě (17961);603864284;
Šťastná Maringotka (10632);606409675 | 728430799;
Mobilheimy Sedláčkovi (11986);+420605903124 | +420722963106;
Mobilní dům Krajánek (21065);773251610 | 605003848;
Mobilheim Sýček (8850);602737254;
Maringotka U Levandulky v Českém ráji (1605);725901697;
Beskyd Love (22055);731044494;
Zemljanka v lese (18239);730967438;
Maringotka u rybníka (15273);777840015 | 728764187;
Továrna na splněné sny - rybaření - glamping (2378);728144574 | 728761801;
Mobilní domy (4634);602528058;
Glamping Morava (nedaleko Dolní Moravy) (10084);739619641;
Na Vlečce (1674);728019036;
Maringotka - Azyl na kolečkách (18898);773180551;
Teepee Bílá laň (21464);773475758;
Samota Pod trnků (18928);+420775100193;
Spaní v ráji (13514);731904730;
Hausbót Bludný Holaňďan (5879);733534909;
Mobilheim Výr (19671);776702418;
Glamping Na Podlípí (21821);603998392 | 731024817;
Mobilní dům (6895);774552297 | 734757057;
Maringotka u Krkavčích skal (7871);773506797;
KOOLNA pod kopcem (19883);+420608062785;
Karavan u vody - jako chata u jezera (15986);739419218;
Mobilheim Hájovna (15837);777631812;
Maringotka Východočeské moře (6082);604624742;
Můj včelín (19394);722907457;
Bohemian Homes s přírodním Wellness 2 (14029);+420702046321 | 601383876;
Maringotka (21566);727964170 | 603382164;
Glamping Pod dubem (18008);603864284;
Glamping Jedlová (8406);602936457;
Tiny house na kopcu (18781);739887811;
Posed Kubík (18287);721729264;
Tiny house Františka (19475);605363174;
Tiny house Arboretum (13996);734511646 | 724556215;
Bull-Barn Glamping (21135);724319829 | 721588955;
Na Vlně maringotek (21024);774152766;
Ubytování Verliba (15983);777075414;
Za městem - glamping Bažantík (15781);602132619;
Jurta (13043);603200512 | 777752533;
Glamping U hranic (17044);605943563;
Obytný karavan u vody (19410);777018810 | 602313581;
Stromodomek (Treehouse) (15665);602732362 | 777274301;
Treehouse Česká Kanada (116);731801440;
Mobilní dům u Čáslavického rybníka (3547);777848489 | 604744558;
Doupě Chroustov (18697);777845900 | 776102284;
Maringotka U pramene Tiché Orlice (16784);+420775500091;
Glamping Tři oříšky (21714);736160006;
Hausbot Kořensko - Orlík (10130);728925985 | 774966218;
Maringotka U Skalek (19845);728850915;
Glamping U Lesní víly (17007);774985741;
Posed Za Horou (19586);606273526;
Askaha Glamping (5665);731653948;
Slapy Tiny House (10155);603570471;
Mobilheim u přehrady Výr (8652);777123211;
Horský apartmán (9790);+420774034156;
Maringotka Trojzemka (14164);737142818;
Posed Rikitan (14272);606306537;
Tiny house Kundratice8 (19564);774425047 | 774243300;
Wechtring (22070);+420728051896 | +420606237071;
Wellness chatka Klokánka (4505);774777707;
Chaloupka na jehličí (17920);606075794;
Ubytování v Tiny house, koně u domu (2835);731676533;
Tiny house Pod Třešní (8092);774896897 | 776269239;
Glamping Prusiny (22064);+420728051896 | +420606237071;
Samotka pod Brdy (2592);720657935;
Glamping Salaš (18846);775141078;
Tiny House Útulno (9248);728839876 | 602559594;
Posed Výhled (19886);736679411 | 605460409;
Tiny house Dolinka (17207);734706050;
Maringotka JableCZna (18322);720151921 | 608950411;
Glamping - Na Rybníčku (2047);722728190;
Maringotky Šumava (14130);774352103;
Tiny House Martinka (16410);606600231;
Jurta na Orlíku (19076);728648763;
Tiny House 22 (19672);774422928;
Tiny house Za zrcadlem (21625);775052545;
Mobilheim 16 + 17 (7263);601200730;
Chillzóna u Medojeda (2433);725358721 | 777748286;
Jurty v Sadu (13045);774650198;
Wellness Fishing Labe (6493);735125205;
VAGONbublava (17037);724564742;
TinyHouse Manka (16017);606600231;
Tetrishouse Pernštejn (12044);724864900 | 608341537;
Maringotka pod Žítkovou (3750);739887811;
Tři mobilní domy Rozkoš (7369);775064084;
Chatička na Lapáčku (21184);734403381;
Mobilheimy Camp Výrovice (10230);+420777659847;
HobitInn - Podspálov (10341);606688038;
Glamping Ústrašice (3808);776789864 | 602138947;
Tiny House Jizerky v Ohradě (11730);608382036 | 776782827;
Chata Na Louce (13801);605460409 | 736679411;
Lesyo (21157);;
Mobilheim Vranovská přehrada (15852);602551923;
Tiny House (13076);;
Wellness-vagon (1118);735125205;
Tiny house Suria (19320);777270143 | 732993510;
TinyHouse Rákosníček (10945);606600231;
Maringotka Kocourek (15381);+420734486011;
Maringotka.tu (10346);;
Malé švédsko Maringotka u singltreku (18390);602216909;
Domeček pod hradem (13405);603429653 | 734858154;
Tiny Home (10437);732607566;
Winy House (22131);723210156;
Glamping Les Království (13134);608815284;
Maringotka Počaply (21819);777658822 | 734474404;
Mobilheimy u Vranovské přehrady (8629);+420778222999;
Yary Yurt (16667);+420777880539;
Glamping stany u Jizery (21021);602148888;
Chaloupka v kopretinách (18831);732935125;
FAJNhaus (18889);734237335;
Maringotka Lipenka (15590);603701470;
Mobilhouse Pískovny (8020);777587652;
Glamping Prokop (19423);725732467;
TiPiDo - jurta Rozárka nedaleko Ještědu (10657);777756843;
Maringotka Rozálka (21474);725429378;
Chata Pod Ořešákem (10332);605460409 | 736679411;
Maringotky Hana (13987);737510689;
Karavan Písník (10927);774431144 | 773159505;
Mobilheim Relax (17186);731075421 | 728410882;
Tiny house Lesní pohádka (15915);724696898;
Glamping Karavan u Konopiště (7527);603836296 | 777477918;
Galmping U žabky (4828);777251008 | 725916768;
Tiny House Meze (22009);777986206;
Jeseníky Glamp (21311);777742408;
Treehouse (16537);739185428 | 603209989;
Tiny house (21921);730155859;
Maringotka u Lízy (5620);+420605267562 | +420603841866;
Mobilheim u Tropicany (16049);602435859;
TinyHouse Rumcajs (11126);606600231;
Mobilheim na břehu Labe (18529);777815268;
Ubytování ve stanu - Bučina (1824);723115575;
TINY HOUSE Stříbrnice - Jeseníky (10617);739084888 | 739611129;
Skleněný ráj (10162);774711707;
Camping Rožnov - Chaty (19126);731504073;
Dům na kolech Pirát (1284);606306537;
Sudy v Autokempu na Krásném (1407);737286456;
Tiny house Malý gurmán (17714);733202940;
Glamping pod hradem (17841);776581347 | 739300318;
Maringotky Ivanka a Natálka (13953);721546531;
Plešivec - Tree (8453);734766184;
Chata na břehu Labe pro rybáře i rodiny (4014);777133382;
Sedlovna MALI (16939);603417941;
Chata U modrého statku (16752);604465258;
Glamping Slunečno (17753);775101144 | 603205680;
Mobilheim LAMA 4 (21744);+420777510695;
Glamping Sauna na Slamáku (17873);721617652;
Mobilní domy Na louce v kempu Výr (1830);+420773921197;
Glamping Ventus (15006);775931519;
Maringotka - V ráji (10489);602727001;
Chata Karavan (8264);605148405 | 734636773;
Mobilheim u Rozkoše (9531);732170542;
Mobilheim VESVA (Filip house) (10849);+420777846866;
Mobilní dům - chata Jana (6654);777747127;
Maringotka Vojana (14437);739238227;
Pronájem chatky s karavanem a bazénem (8893);773598940;
Maringotka Sen Vysočina (14621);721529937;
Chata na kolech (16927);777211892;
Mobilheim v přírodě (9807);721446913 | 606594288;
Modřínka (3719);775075225;
Mobilní dům (18550);728632120;
Obytné letadlo (2284);+420777255118 | +420725336469;
Maringotka Labe (19080);777347442 | 606372516;
Glamping Za Stodolou (21927);607931819;
Karavanové stání Prachovské skály (21036);602312524;
Jurta Lilly (19194);777042430;
Maringotka Patti (10890);733310358;
Vejminek (19718);777252178;
Karavan u vody na Slapech (17140);777037754;
Glamping Voda (21133);723266689;
Mobilheim Pálava (18428);603886918;
Mobilheim LAMA 1158 (19750);;
Mobilheimy na Louce II. (19864);773921197;
Maringotka Na Výsluní (10109);732214043;
Glamping Zahrada (2067);607638739 | 608888980;
Maringotka Schovanka (10106);730891760;
Maringotka na Boršovkých lúkách (13245);776193812 | 776355952;
Mobilheim u Rozkoše 2 (4954);732170542;
Stylový tinyhouse s výhledem na hory (1085);+421948642353;
Maringotka u potoka Pulpit (18918);722123923;
Glamping u oveček (18538);+420728318479;
Glamping Sítiny House (19091);602706759 | 776651310;
Teepee u Vlčího potoka (21310);773081370;
Mobilní dům U Mikeše (11637);608372100 | 732596505;
Mobilheim (7044);728204154 | 723661660;
Mobilheim LAMA 769 (21693);+420777510695;
Mobilní dům - Vlkovské pískovny (8525);724307617 | 602409000;
Mobilní domy (16774);724770096;
Mobilní dům Na samotě u lesa (17554);607699882;
Tiny Houses Přestavlky (19723);604708428;
Maringotka Na Radosti (11915);725449416;
Mobilní dům Týna (12065);724170825;
Zahradní apartmán Šumava (mobilhaus) (18019);607581733;
Mobilní dům U lesa (19904);724846899;
Annín Maringotka Tree Park Camp (21639);777360830;
Vranov z lodě (19489);730674771;
Maringotka v Kadlatí (21426);734735380 | 776880263;
Maringotka / Tiny house (15591);775298250;
Tiny House Lunna (21956);606600231;
Barborka glamping (4334);723959154 | 721845261;
Medové spaní (1435);724721705;
Czech Tinyhouse Lasówka (9861);723507215 | 776716387;
Maringotka Za Rákosím (21479);739079674;
Múza (21964);606600231;
Glamping Vejtřaska (21935);734323198;
Nádech - glamping na statku (19857);605422523;
Mobilní dům Za dubem (2815);607232670;
Mobilheim (15857);604239162 | 731522321;
Mobilheim k pronájmu (1835);605415545;
Glamping v Kersku (19932);737567450;
Tiny House Krkonoše (9123);774300689;
Maringotka uprostřed ničeho (21145);732917369;
Maringotka Mentolka (13163);602742106;
Posed u džbánu - glamping (17084);775227966;
Glamping u řeky Lužnice - relax, ryby, kola (15320);777255787;
Americký karavan (15836);777215134;
Farma Simandl - mobilheim (13414);777300407;
Tradiční mongolská jurta (15901);736614575;
Mobilheim LAMA 650 (19776);;
Tiny pod Ještědem (7261);725479532;
Glamping Český ráj (18658);728481285 | 737557228;
Mobilheim (3751);606373801 | 728843820;
Tiny house On the rocks s masážním sudem (16862);+420774712129;
Obytný vagon (10837);775321303;
Chalupa Na stromě (11305);605142698;
Mobilní dům (21351);725912911;
Mobilheim LAMA 105 (21321);;
Mobilhome mezi vinohrady (6355);732619813;
Hausbot na Slapské přehradě (821);731573865;
Karavany Žermanická přehrada (17840);776886583;
TinyHouse Pod Řádky (21016);723346161 | 723055922;
Mobilheim Pálava (17600);777755927;
Mobilheim chata Pálava (19361);603886918;
Chaloupky Nixdorf (22100);777676005;
Maringotka za-Lány (21292);777294349;
Chata Paříž (17337);606135590 | 72542154016;
Family Treehouse (18230);774117665;
FamilyTinyHouse (4211);739278291;
Tree house U Mravence (21169);702158499;
Zevvl | Tiny House Na úpatí lesů (557);777757300;
Chata U Kraba (18593);608621700;
Karavan U Goldy Rozkoš (8510);775064084;
Včelín u řeky Otavy (19639);606241533;
Mobilheim LAMA 104 (21316);;
Maringotka (5847);604797045;
Blue beauty maringotka (16856);+420774712129;
Maringotka Máňa (18791);725870024;
Glamping pod Ortelem (18688);775686055;
Mobilní salaš (19747);723749424;
Glamping posed Sázava (2845);774050432;
Mobilheim na břehu Rozkoše (15317);777331840;
Maringotka Valašsko (21211);733553469;
Glamping Liška (5362);770113123;
Ubytování u Labe Křešice u Litoměřic (13507);774417126;
Karavan (18076);725172427;
Glamping Kašperky (21347);777794353;
Treehouse Stvořidla (1537);723364204;
Mobilheim (3263);607114963;
Tiny House (17797);603886313;
Your Story GLAMPING (22008);602333394;
Maringotka pod Lískou (5945);724012296;
Apartment Red Tree (11017);776050720;
Tiny House (19595);703559494;
Tajňáczech (21431);725246554;
Ubytování v karavanu (9929);602725252;
Tiny house Pod Třemi kameny (1833);792474585;
Pronájem obytného vozu Horky u Litomyšle (4182);603368690 | 603784358;
Mobilní dům Pája (15347);608353690;
Maringotka v údolí (21058);602307718;
Posed Nad Lesem (17591);737420288;
Karavan s pergolou na Slapech (18137);603494464;
Mobilheim Výhledy (17792);777087719;
Jurta pod Blaníkem (11922);737207152;
Hausbót na Orlické přehradě (9977);777604601;
Mobilní domek (10922);+420732333935;
Jurta u Štěrkopískových jezer (21341);731465736;
Mobilheim Vranovská přehrada (8729);777634684 | 731640869;
Maringotka Kratochvíle (21055);728698987;
Apartmány U Mluvících kamenů na eko zahradě (2064);774712129;
Tiny House Perun (12071);723466737 | 705105815;
Mobilheim u Výrovické přehrady (19551);777559743 | 603869546;
Mobilní dům s oplocenou zahradou (12092);722894631;
Tree housy U Jezevce a Sojčí hnízdo (19913);702158499;
Posed v lese (1075);736721990;
Chatka - mobilhome (3834);603288138 | 603956270;
Maringotka u Ohře (19009);724252505;
Maringotka na samotě u lesa (7710);724979954;
Mobilheim (4056);+420778493511;
Mobilheim Pod vyhlídkou (18855);734127034;
Mobilheim Měsíční Balvan (15742);606487465;
Karavan u vody Vranovská přehrada (10427);+420704891127;
Maringotka u rybníka Hetlik (19232);775691505;
Maringotka Olivie a Julie (12857);+420728318479;
Mobilheim (3456);606489062;
Maringotka v Pošumaví (10008);606914183;
Mobilhaus Malé Žernoseky (217);+420725708406 | +420416539012;
Hootka - Glampingvpohybu (15972);602271399;
Chatka u přírodní zahrady (6947);774099235 | 723035185;
Mobilheimy přístav Kramolín (19566);604185787;
Glampingový Pantheon pod Troskami (19602);777187317;
Retro karavan (14635);734485047;
Zahrady Myšlín (14048);731133900;
Půjčovna hausbotů (10763);739657390;
Posed mezi lesy (15987);737521020 | 734684879;
Maringotka Margotka (15486);775023535 | 733766516;
Tiny house Sakura (18738);774712129;
Maringotka Na Sojce (19577);777054514;
Ateliér Netopýr (11221);608271272;
Maringotka k pronájmu (15878);702467012;
Mobilní domek Jenín (3784);+420606111426;
Mobil house k pronájmu (21254);725037354;
Chalupa Kalamajka (12613);775265125;
Maringotka ticha (21420);603548166;
Chalupa Dagmar (5013);728977033 | 728252323;
Roubená chata Dřevěnka (5725);+420606754413 | +420603448489;
Chata č.106 (8649);728998885;
Chalupa k pronájmu (3582);605591119 | 737829371;
Údolí černého čápa (12347);775229013;
Penzion Na Vyhlídce (1448);602570147;
