Name;Phone;Email
Chatky (11544);+420723033140 | +420778222999;
Sklípek (17763);607713210;
Sněžník Basecamp (5949);728334590 | 777642093;
Ubytování Pálava (16011);777949260;
Chata U Bukovky (15874);+420601570542;
Chaty Budař (13144);777037911 | 777619886;
Slunečná stráň (7989);608600575 | 777600568;
Chatky Mácháč (1972);770600037;
Chatka 32 (364);606621429;
Můj včelín (19394);722907457;
Chatky Ski Grúniky (16210);;
Chatová osada Ostaš (8038);603781832;
Na Vlně maringotek (21024);774152766;
Krásné chatky (10811);775522320;
Škola Ráj (783);736751877 | 608027956;
Chatky u Markytky č.16 - u Máchova jezera (17922);776779288;
Obytný karavan u vody (19410);777018810 | 602313581;
FKK kemp Úštěk (bez plavek) (17358);797846487;
Wood Village (1556);739850567;
Pod Jezevčí skálou (10001);774365770;
Penzion Base Camp (5855);603449917;
Chaloupka na jehličí (17920);606075794;
RELAXCLUB KERSKO (980);775034605;
Chata na břehu rybníku Mydlák u Hluboké (12959);277001166;
Chata Světluška a kemp (17326);721203612;
Maringotka JableCZna (18322);720151921 | 608950411;
Chaloupka Pod třešní (9539);+420720104999;
Glamping - Na Rybníčku (2047);722728190;
Rekreační areál Tesla (17896);+420774417414;
Maringotky Šumava (14130);774352103;
Chatky Lesná (6601);722233322 | 722211222;
Bungalovy Adam a Eva (1009);777668201 | 732126125;
Jurty v Sadu (13045);774650198;
Les Park (6961);604230881;
Chatky a apartmány Apollo na Vysočině (6533);+420724083915;
Chatky Dokořán (3546);776458050;
Mobilheimy Camp Výrovice (10230);+420777659847;
Chata Na Louce (13801);605460409 | 736679411;
Apartmány U Kempu (8814);734503890;
Chata k pronájmu (6655);723464119;
Wellness-vagon (1118);735125205;
Chatky TJ Sokol (10252);732807927;
Chatky pod Špičákem (8775);775312126;
Tiny House (13076);;
Malé švédsko Maringotka u singltreku (18390);602216909;
Chaty Lipno Lipenka Jenišov (2431);603554055 | 605277497;
Tiny Home (10437);732607566;
Alexa Resort (18485);737150918 | 736539009;
Chaloupka v kopretinách (18831);732935125;
Glamping stany u Jizery (21021);602148888;
Rekreační chatky Máchovo jezero (17440);723054990;
Maringotky Hana (13987);737510689;
Chaty u Kempu pod Pustevnami (13235);739260760;
Chatky Na pastvině (14647);720937563;
JEKA Léto (9131);602215376;
Chaty Zvíkov - Dejmov (14813);734457343;
Chatky k pronájmu (9050);602618393;
Chaty Poříčí (5374);603998711 | 606716447;
Chatová osada Nad Rybníkem Hnačov (11666);775910755 | 608483905;
Marina Orlík (7323);601129849;
Kemp Nechranice (18885);;
Ranch Houses (16141);777417137;
Sportareal Šťastný Vysoký Chlumec (521);723708709;
Camping Rožnov - Chaty (19126);731504073;
Chalupa u kempu (12698);724274976;
Sudy v Autokempu na Krásném (1407);737286456;
Chata u Sykovce (11128);+420602192992 | +420566619245;
Rekreační středisko Jasenka Zubří (16312);704602732 | 739594845;
Chatky Rudoltice (18000);606791863;
Rybářské chatky (11638);602472348;
Domky k pronájmu (4499);777309793;
Chatová osada DANAJ (1573);723759001;
Chatky Borný (14819);737935777;
Horská chata RADOST (8912);774624679;
Camping Rožnov Apartmány (19111);731504073;
Chaty Sázava (3069);736489310;
Kemp na Výsluní (11930);739103117;
Kemp pod Pustevnami (13693);602184824;
DANAJ - HORNÍ KEMP (1727);723759001;
Glamping Slunečno (17753);775101144 | 603205680;
Penzion U Přehrady a chatky (9076);608145729 | 737155238;
Chatky v Českém ráji (17573);603225136;
Apartmány Zájezek (392);777166516 | 606434117;
Mobilní domy Na louce v kempu Výr (1830);+420773921197;
Chatka Verunka (18440);606818795 | 774627844;
Chata nad kempem (9341);774864711 | 728498109;
Retro chaty (17984);722900002;
Chatky koupaliště (6553);730685579 | 465641371;
Pronájem chatky s karavanem a bazénem (8893);773598940;
Kemp Horní Bečva (34);776719649 | 603278281;
U Hadámků (4913);603342087;
Obytné buňky - ATC Rozkoš (6803);775225580;
Maringotka Patti (10890);733310358;
Karavanové stání Prachovské skály (21036);602312524;
Ubytování na jelení farmě (8795);722750203;
Mobilheimy na Louce II. (19864);773921197;
Maringotka Schovanka (10106);730891760;
Domeček k pronájmu (10181);608833818;
Mobilheim LAMA 1158 (19750);;
Stylový tinyhouse s výhledem na hory (1085);+421948642353;
Chatky Na Statku (15499);728928835;
Mobilní dům Na samotě u lesa (17554);607699882;
Chata u Nechranické přehrady (2672);725251360;
Chatka Anička (11247);606818795 | 774627844;
Chatová osada Kladiny (16255);721717735;
Chaty u Dlouhého rybníka (14954);777864862 | 778001416;
Chata u Máji (10535);778041720;
Pohodička na rybníčku (21338);737751069 | 739776600;
Chatka Rozkoš (266);604416353;
PEKLO - chatky (1719);777131630 | 777131368;
Maringotka v Kadlatí (21426);734735380 | 776880263;
Annín Maringotka Tree Park Camp (21639);777360830;
Czech Tinyhouse Lasówka (9861);723507215 | 776716387;
Letní ubytování u Zajíčka (17510);+420608885797;
Fara Travná (212);603231624 | 606234063;
Ubytování v Údolí hromů (19721);731303481;
Maringotka Mentolka (13163);602742106;
Wellness domeček RockStar 2.0 (10919);725894263;
Chatky u moře (2544);694564438 | 602685336;
Mobilheim LAMA 650 (19776);;
Domky u Baltu (21134);+420777002499 | +48531027373;
Chata u Lesa (18062);736423883;
Mobilní dům (21351);725912911;
Chatka Patnáctka (1417);773037893;
Karavany Žermanická přehrada (17840);776886583;
Rybářský domov (12889);721329351 | 475531004;
Mobilheim LAMA 105 (21321);;
Chaty Pohoda (8982);776143651;
Lesní chatky (419);608500451 | 608500478;
Chatová osada SK Telč (7584);704415459 | 602944173;
Ubytování (1248);739471015;
Chata u Mrhalu (2045);721628007 | 721627940;
Campus (8865);777273478;
Chatky na Rozkoši Tina a Radek a Jana (1687);+420733459462;
Chalupa Kovárna (21930);739638319 | 602545682;
Chatička na Zálesí (5871);733385263;
Chatky k pronájmu (2120);777009958;
Mobilheim LAMA 104 (21316);;
Maringotka Máňa (18791);725870024;
Chatka ve stráni 2 (19333);777209442;
Mořské Dobrodružství (17381);+48731161100;
Rekreační a rybářské chatky (2366);608737646;
Letní domky nad mořem Wicie (19274);+48602685336 | +48694564438;
Chaty u Loveckého zámečku (7242);572595118;
Karavan (18076);725172427;
Bungalovy Pustevny (18592);724105435;
Rekreační středisko Tesák (1049);573391111;
Ádova chatová osada (21698);607220499;
Your Story GLAMPING (22008);602333394;
Chata Pod vyhlídkou (18509);734148148;
Tajňáczech (21431);725246554;
Levné chaty u rybníka Špinka (10789);776355882;
Chatka Rozárka s loďkou (18401);605903124;
Chatky Bludovice (21269);730157699;
Chatka pod Formankou (18680);603788395;
Chatky Božanov (18780);725568683;
Karavan s pergolou na Slapech (18137);603494464;
Mobilheim Výhledy (17792);777087719;
Chaty Jabkenice (18884);722302303;
Kempík pazderna pod hrází (18603);778144048;
Ubytování Lhota (12072);777566475;
Rekreační středisko U Vožeháku (12084);602361783;
Chatová osada Hájovna (18829);602756683;
Chata za potokem (2191);605559481;
Apartmány a autokemp Zákoutí (16123);777100729 | 777655439;
Trapani house & camp (2536);777137136 | 776112552;
U Jarząbka (4120);731387180;
Rekreační areál Šimanov na Šumavě (13312);602667812;
Chatová osada (15341);606637781;
Tiny House Perun (12071);723466737 | 705105815;
Posed v lese (1075);736721990;
Chatky Daniel (15270);776115251 | 721389193;
Chaty u Žabáka (1242);+420603404573;
Tábořiště u Suchomelova mlýnu (15543);737109658;
Chatka v kempu (21270);791915002 | 603760014;
Chatky na Plumlovské přehradě (8136);723339591 | 602708489;
Chatky "Na Studních" (435);777609591;
Chatky (7041);724754793 | 607587997;
Chatka Matouš (18372);777133136;
Chatky - Tábor Javorníček (14328);724191350;
Ubytování ve vinici (5359);605233404;
Resort Blatnice (6425);727826820 | 380743000;
Chatky u Jardy (10794);723708709;
Maringotka v Pošumaví (10008);606914183;
Ubytování u Babičky (17787);+420603275978;
Glampingový Pantheon pod Troskami (19602);777187317;
Mobilheimy přístav Kramolín (19566);604185787;
Chatový tábor Malý Ratmírov (1224);+420723628583;
Hotel a kemp Formule (8827);771151161 | 412548445;
Chaty (7774);777788490;
Zahrady Myšlín (14048);731133900;
Rekreační areál Sázavský ostrov (301);702030263 | 702030251;
Kemp Srdíčko (21197);737935777;
U KUTILA (5697);723600578;
Maringotka Na Sojce (19577);777054514;
Chatové apartmány (629);777988895;
Údolí volavek (9105);603171612 | 724074839;
Bungalovy Ratibořice (4322);604207742;
Pension - Camping (6244);491426452;
Chatička pro milovníky vína, cyklistiky (19406);734501555;
Maringotka ticha (21420);603548166;
Chalupa Kalamajka (12613);775265125;
Mobil house k pronájmu (21254);725037354;
Chalupa Dagmar (5013);728977033 | 728252323;
Roubená chata Dřevěnka (5725);+420606754413 | +420603448489;
Chata č.106 (8649);728998885;
Chalupa k pronájmu (3582);605591119 | 737829371;
Údolí černého čápa (12347);775229013;
Penzion Na Vyhlídce (1448);602570147;
